pi_dep,core_CPI_annualised_percent_change,unemployment_rate,10Y_Treasury_rate,3M_Treasury_rate,log_industrial_production,PPI_commodity
0.07083139999999988,2.6650494,4.5,4.53,3.96,4.4612,-2.9734
-0.35391070000000013,2.1811456,4.4,4.83,4.41,4.46028,-3.362
-0.5198236999999999,2.003758,4.4,4.65,4.39,4.46431,-3.15457
-0.005393999999999899,2.432429,4.3,4.72,4.34,4.46844,-1.99362
-0.8959779999999997,1.487138,4.4,5.0,4.44,4.47422,-2.16
-0.18661700000000003,2.129617,4.2,5.23,4.44,4.47634,-1.68404
0.3579150000000002,2.595422,4.3,5.18,4.29,4.47857,-1.04083
-0.613148,1.613444,4.2,5.54,4.5,4.48468,-0.31974
-0.8531360000000001,1.300182,4.3,5.9,4.57,4.48402,0.32051
0.8829310000000001,2.953195,4.3,5.79,4.55,4.48987,0.64051
-0.3475999999999999,1.763544,4.2,5.94,4.72,4.49425,2.17391
-0.35652799999999996,1.738311,4.2,5.92,4.68,4.4901,3.39257
0.3395489999999999,2.410295,4.1,6.11,4.86,4.50282,2.98387
1.3177210000000001,3.367341,4.1,6.03,5.07,4.50814,3.80259
0.09618800000000016,2.244009,4.0,6.28,5.2,4.5161,4.07166
2.3001509999999996,4.467999,4.0,6.66,5.32,4.51535,4.39382
-0.32708800000000027,2.008431,4.1,6.52,5.55,4.51879,6.13246
1.0031160000000003,3.382337,4.0,6.26,5.69,4.52269,6.68842
-0.7738660000000002,1.70942,3.8,5.99,5.66,4.529,5.74434
0.997509,3.406748,4.0,6.44,5.79,4.5319,5.53328
0.4476770000000001,3.006324,4.0,6.1,5.69,4.53262,6.86901
0.3898570000000001,3.091349,4.0,6.05,5.96,4.53085,6.36436
0.9915640000000003,3.704534,4.1,5.83,6.09,4.52819,4.72813
-0.8719739999999998,2.002844,3.9,5.8,6.0,4.53241,5.23438
-0.21344900000000022,2.683633,3.9,5.74,6.11,4.52872,6.02976
-0.15114800000000006,2.768793,3.9,5.72,6.17,4.52894,5.22214
0.5963889999999998,3.466534,3.9,5.24,5.77,4.52554,6.57277
0.3618269999999999,3.333916,4.2,5.16,5.15,4.5206,9.11925
0.34151900000000035,3.219987,4.2,5.1,4.88,4.51399,5.85516
0.18768200000000013,3.167424,4.3,4.89,4.42,4.5115,3.89908
0.2900090000000004,3.251895,4.4,5.14,3.87,4.50798,4.36113
0.10996400000000017,3.201076,4.3,5.39,3.62,4.5027,3.95137
1.4609270000000003,4.534937,4.5,5.28,3.49,4.49737,1.27055
-0.02302800000000005,3.177591,4.6,5.24,3.51,4.49128,-0.22438
1.0273230000000004,4.235134,4.9,4.97,3.36,4.4904,0.37622
0.38755099999999976,3.639264,5.0,4.73,2.64,4.48498,-1.03935
0.4367040000000002,3.82545,5.3,4.57,2.16,4.48193,-3.76662
0.6989800000000002,4.183046,5.5,4.65,1.87,4.47604,-3.85185
-0.578945,3.023054,5.7,5.09,1.69,4.47565,-5.94714
-0.32025900000000007,3.244662,5.7,5.04,1.65,4.48259,-8.21429
-0.6960509999999998,2.861412,5.7,4.91,1.72,4.48253,-6.55022
-1.0628229999999999,2.464613,5.7,5.28,1.79,4.49006,-4.48859
-0.24840699999999982,3.220073,5.9,5.21,1.71,4.4948,-4.10557
-0.42849400000000015,3.037328,5.8,5.16,1.73,4.49908,-4.38596
-1.4405430000000004,2.011589,5.8,4.93,1.7,4.50727,-3.39483
0.20021099999999992,3.441903,5.8,4.65,1.68,4.50694,-1.64918
-0.43831700000000007,2.825389,5.7,4.26,1.62,4.50591,-1.42429
-0.944852,2.201743,5.7,3.87,1.63,4.50687,-0.75019
-0.27727100000000027,2.749335,5.7,3.94,1.58,4.50423,2.22563
-0.11676799999999998,2.820426,5.9,4.05,1.23,4.5097,2.54237
-0.1872410000000002,2.637081,6.0,4.03,1.19,4.50414,3.74707
0.28381599999999985,3.07598,5.8,4.05,1.17,4.51236,5.29183
-0.9036500000000001,1.874509,5.9,3.9,1.17,4.51361,7.16511
-1.143012,1.552608,5.9,3.81,1.13,4.51087,8.78274
-1.415374,1.203761,6.0,3.96,1.13,4.50459,4.58716
-0.7566729999999999,1.6939,6.1,3.57,1.07,4.50424,4.5107
-1.2429450000000002,1.095643,6.3,3.33,0.92,4.50557,5.42399
0.7745350000000002,3.036232,6.2,3.98,0.9,4.51072,4.95427
-0.279647,1.94857,6.1,4.45,0.95,4.50859,4.94297
0.2750750000000002,2.430362,6.1,4.27,0.94,4.51505,4.68632
0.29023200000000005,2.464543,6.0,4.29,0.92,4.51639,4.57958
-0.826692,1.323989,5.8,4.3,0.93,4.52316,4.35763
-0.0891249999999999,1.936831,5.7,4.27,0.9,4.52367,4.96614
0.8906340000000001,2.858401,5.7,4.15,0.88,4.52533,4.5085
0.9770030000000001,2.926816,5.6,4.08,0.93,4.53152,3.27035
0.5884389999999997,2.625596,5.8,3.83,0.94,4.52761,1.34561
0.5292849999999998,2.655852,5.6,4.35,0.94,4.53148,5.84795
-0.7837369999999999,1.464146,5.6,4.72,1.02,4.53886,7.38844
0.5672600000000001,2.795872,5.6,4.73,1.27,4.53115,6.66667
-0.724475,1.646318,5.5,4.5,1.33,4.5385,7.0443
-0.3701349999999999,1.884862,5.4,4.28,1.48,4.53935,7.24638
-0.03249700000000022,2.217174,5.4,4.13,1.65,4.54047,6.6426
0.20151999999999992,2.43344,5.5,4.1,1.76,4.54934,7.68126
-0.13595500000000005,2.093378,5.4,4.19,2.07,4.55179,8.99928
-0.23265000000000002,2.061147,5.4,4.23,2.19,4.55956,7.67025
0.6103070000000002,2.914495,5.3,4.22,2.33,4.56308,6.71853
0.26012000000000013,2.568956,5.4,4.17,2.54,4.57028,6.68543
-0.140034,2.139112,5.2,4.5,2.74,4.56886,7.40741
0.335086,2.57374,5.2,4.34,2.78,4.57094,7.0442
0.6523490000000001,2.884186,5.1,4.14,2.84,4.57187,5.10899
-1.4580429000000001,0.8922681,5.0,4.0,2.97,4.57624,4.82337
0.6742140000000001,2.865222,5.0,4.18,3.22,4.57306,6.03799
-0.8343870000000002,1.458184,4.9,4.26,3.44,4.57634,6.48649
0.799706,3.05651,5.0,4.2,3.42,4.55678,9.8172
0.007318999999999853,2.333833,5.0,4.46,3.71,4.56893,10.8
1.060009,3.378227,5.0,4.54,3.88,4.57987,8.12417
0.09312399999999998,2.518035,4.9,4.47,3.89,4.58468,8.52197
0.23199799999999993,2.69504,4.7,4.42,4.24,4.58626,8.88005
0.7037900000000001,3.148606,4.8,4.57,4.43,4.58669,6.72823
0.636066,3.129004,4.7,4.72,4.51,4.58895,5.53025
1.2041149999999998,3.779464,4.7,4.99,4.6,4.59191,6.0
1.455676,4.130966,4.6,5.11,4.72,4.59216,7.45301
1.109156,3.887562,4.6,5.11,4.79,4.59552,7.64744
0.5559180000000001,3.585202,4.7,5.09,4.95,4.59487,6.71785
-0.07643099999999992,3.012756,4.7,4.88,4.96,4.5992,6.53553
-0.31720799999999993,2.902693,4.5,4.72,4.81,4.59739,1.97287
0.069693,3.276747,4.4,4.73,4.92,4.59636,-2.40674
-1.632559,1.653409,4.5,4.6,4.94,4.59609,0.54979
-0.9251940000000003,2.216058,4.4,4.56,4.85,4.60629,1.59509
-0.17159799999999992,2.944302,4.6,4.76,4.98,4.60271,-0.18259
0.20038199999999984,3.337116,4.5,4.72,5.03,4.61231,3.09023
-0.651996,2.500432,4.4,4.56,4.94,4.61408,4.37731
-1.0277569999999998,2.072131,4.5,4.69,4.87,4.62077,4.32136
-1.029103,1.928362,4.4,4.75,4.73,4.62131,4.52352
-0.7212589999999999,2.05294,4.6,5.1,4.61,4.62158,4.63576
-0.19806299999999988,2.423651,4.7,5.0,4.82,4.62001,4.97602
-0.3074180000000002,2.217904,4.6,4.67,4.2,4.62197,2.68017
0.6345840000000003,3.093748,4.7,4.52,3.89,4.62441,4.89722
1.039381,3.514384,4.7,4.53,3.9,4.62148,7.70654
1.0169819999999996,3.511614,4.7,4.15,3.27,4.6271,8.74848
0.3210419999999998,2.970512,5.0,4.1,3.0,4.62768,7.85024
0.6572580000000001,3.369654,5.0,3.74,2.75,4.62644,10.36585
-0.9681410000000001,1.779554,4.9,3.74,2.12,4.62277,9.53237
0.7395099999999997,3.357248,5.1,3.51,1.26,4.61957,10.98641
-0.17992700000000017,2.509022,5.0,3.68,1.29,4.6127,11.3769
0.009940999999999978,2.735446,5.4,3.88,1.73,4.60651,13.44489
0.951095,3.744138,5.6,4.1,1.86,4.6039,15.36249
0.4077890000000002,3.34172,5.8,4.01,1.63,4.59935,17.36151
0.047193999999999736,3.057698,6.1,3.89,1.72,4.58343,15.42923
-0.09661000000000008,2.984155,6.1,3.69,1.13,4.53858,13.48703
-1.3436550000000003,1.727974,6.5,3.81,0.67,4.54858,6.6972
-1.1483950000000003,1.773818,6.8,3.53,0.19,4.53541,-1.22905
-1.7444680000000001,1.032633,7.3,2.42,0.03,4.50675,-4.31131
-0.190191,2.424316,7.8,2.52,0.13,4.48155,-5.41436
-0.6778350000000002,1.85814,8.3,2.87,0.3,4.47555,-7.33443
-0.4466420000000002,2.095928,8.7,2.82,0.21,4.45978,-10.53752
-0.8588840000000002,1.578817,9.0,2.93,0.16,4.45191,-11.41959
-0.6566519999999998,1.703262,9.4,3.29,0.18,4.44199,-13.12309
-0.887545,1.38627,9.5,3.72,0.18,4.43882,-13.16708
-0.7571600000000003,1.320903,9.5,3.56,0.18,4.45068,-16.05839
-0.695897,1.214315,9.6,3.59,0.17,4.46175,-12.0603
-0.6300939999999999,1.126953,9.8,3.4,0.12,4.47029,-11.57948
-0.9942991,0.6085469,10.0,3.39,0.07,4.47256,-6.00858
-1.4974494999999999,0.0117525,9.9,3.4,0.05,4.47664,0.33937
-0.8396185,0.5219505,9.9,3.59,0.05,4.48006,4.21299
-0.6756138,0.6431612,9.8,3.73,0.06,4.49077,6.25
-0.7777877999999999,0.3929762,9.8,3.69,0.11,4.49429,6.91081
-0.43627879999999997,0.6124052,9.9,3.73,0.15,4.50132,9.04224
-0.022049499999999944,0.9034529,9.9,3.85,0.16,4.50492,9.0479
-0.08322149999999995,0.7861915,9.6,3.42,0.16,4.51854,8.19672
0.408571,1.201873,9.4,3.2,0.12,4.52074,5.3992
0.13414919999999997,0.9121619,9.4,3.01,0.16,4.52456,6.72464
-0.16633700000000007,0.5777336,9.5,2.7,0.16,4.52822,5.65714
0.10794350000000008,0.7990593,9.5,2.65,0.15,4.53102,6.20333
0.04625940000000006,0.7101279,9.4,2.54,0.13,4.52832,6.50685
1.1541206,1.826455,9.8,2.76,0.14,4.52903,5.80609
-0.2118857999999999,0.6114211,9.3,3.29,0.14,4.53894,6.51319
1.2981449,2.128927,9.1,3.39,0.15,4.53677,5.93733
1.4116027999999998,2.365598,9.0,3.58,0.13,4.53265,8.1768
0.2390810000000001,1.35691,9.0,3.41,0.1,4.54296,8.6743
0.08695900000000001,1.266931,9.1,3.46,0.06,4.53964,10.141
0.1243660000000002,1.334661,9.0,3.17,0.04,4.54087,10.44372
0.40094200000000013,1.657021,9.1,3.0,0.04,4.54382,11.11717
1.116563,2.410513,9.0,3.0,0.04,4.54856,11.13525
1.967447,3.385887,9.0,2.3,0.02,4.5549,9.89724
-0.015389000000000097,1.636053,9.0,1.98,0.01,4.55413,10.16766
0.3553409999999999,2.076856,8.8,2.15,0.02,4.5611,7.77063
-0.014297999999999922,1.821546,8.6,2.01,0.01,4.56099,7.29888
1.2898029999999998,3.125237,8.5,1.98,0.01,4.56623,5.3242
0.9068229999999997,2.951901,8.3,1.97,0.03,4.57223,4.15153
-0.9117740000000003,1.201577,8.3,1.97,0.09,4.57539,2.96221
0.620533,2.636613,8.2,2.17,0.08,4.57017,2.51004
-0.03178800000000015,2.091011,8.2,2.05,0.08,4.5773,0.29542
-0.8998870000000001,1.291909,8.2,1.8,0.09,4.57944,-1.0779
0.07599799999999979,2.264201,8.2,1.62,0.09,4.57961,-2.01079
0.4309510000000003,2.669878,8.2,1.53,0.1,4.58161,-2.19941
0.045889999999999986,2.306369,8.1,1.68,0.1,4.57753,-0.24606
0.04165000000000019,2.21272,7.8,1.72,0.11,4.57699,0.34364
-0.2948130000000002,1.92444,7.8,1.75,0.1,4.58017,1.19344
-0.5147840000000001,1.691741,7.7,1.65,0.09,4.58403,0.19861
-0.13740700000000006,2.058254,7.9,1.72,0.07,4.58689,0.85085
0.3474909999999998,2.454618,8.0,1.91,0.07,4.58674,0.89686
0.06460700000000008,2.130542,7.7,1.98,0.1,4.59151,1.33929
-0.0694849999999998,2.074198,7.5,1.96,0.09,4.59559,-0.09794
-1.9643844,0.1325386,7.6,1.76,0.06,4.59456,-0.09818
-0.9643022000000001,0.9679528,7.5,1.93,0.04,4.59551,1.08965
-0.013554999999999984,1.891493,7.5,2.3,0.05,4.59736,2.25225
0.6900359999999999,2.564082,7.3,2.58,0.04,4.5941,2.14893
1.002303,2.867597,7.2,2.74,0.04,4.60005,0.74001
0.018027999999999933,1.929773,7.2,2.81,0.02,4.60538,-0.24462
-0.22164399999999995,1.666561,7.2,2.62,0.05,4.60421,-0.4914
0.11610000000000009,1.982798,6.9,2.72,0.07,4.60675,-0.29732
-0.05587199999999992,1.835091,6.7,2.9,0.07,4.6089,0.24814
-0.024762000000000173,1.847616,6.6,2.86,0.04,4.60507,0.64198
-0.08478399999999997,1.73716,6.7,2.71,0.05,4.61261,0.68527
0.6736410000000002,2.462845,6.7,2.72,0.05,4.62245,1.47059
0.748572,2.570017,6.2,2.71,0.03,4.62328,2.35872
0.15774200000000027,2.183466,6.3,2.56,0.03,4.62732,1.91083
-0.053827999999999765,2.07369,6.1,2.6,0.04,4.63062,1.95791
-0.11241600000000007,2.030308,6.2,2.54,0.03,4.63274,1.76125
-0.9023639999999999,1.195955,6.1,2.42,0.03,4.63115,1.3712
-0.13532699999999998,1.82369,5.9,2.53,0.02,4.63416,1.22609
0.33189599999999997,2.282066,5.7,2.3,0.02,4.63435,0.44444
-0.046443000000000234,1.95502,5.8,2.33,0.02,4.64052,-0.14911
-0.617459,1.381688,5.6,2.21,0.03,4.64068,-2.47525
0.06800700000000015,2.029233,5.7,1.88,0.03,4.63271,-5.78999
-0.285261,1.691104,5.5,1.98,0.02,4.62631,-7.09772
0.6965739999999998,2.669091,5.4,2.04,0.03,4.62288,-7.48792
1.356718,3.346324,5.4,1.94,0.02,4.61735,-8.35334
0.16400999999999977,2.21772,5.6,2.2,0.02,4.61282,-7.01923
0.584724,2.641285,5.3,2.36,0.02,4.60975,-6.48104
0.24772300000000014,2.351455,5.2,2.32,0.03,4.616,-6.77885
-0.47303300000000004,1.657442,5.1,2.17,0.07,4.61429,-7.29469
0.8487779999999998,3.017985,5.0,2.17,0.02,4.61148,-8.38178
0.8200080000000001,3.088544,5.0,2.07,0.02,4.60673,-7.81711
0.3287300000000002,2.664222,5.1,2.26,0.12,4.59952,-7.56595
-0.50238,1.892245,5.0,2.24,0.23,4.59459,-6.85279
-0.1284510000000001,2.309046,4.8,2.09,0.26,4.59955,-4.89583
0.15557500000000024,2.616454,4.9,1.78,0.31,4.59434,-5.12821
-0.013724000000000292,2.524529,5.0,1.89,0.29,4.58663,-4.90862
0.8832270000000002,3.409441,5.1,1.81,0.23,4.58983,-4.03353
0.09675500000000037,2.628185,4.8,1.81,0.27,4.58757,-4.18821
0.05100499999999997,2.616683,4.9,1.64,0.27,4.5924,-3.6961
-0.13998700000000008,2.423642,4.8,1.5,0.3,4.59355,-3.19752
0.846219,3.415874,4.9,1.56,0.3,4.59252,-2.76186
-0.7947779999999998,1.921569,5.0,1.63,0.29,4.59163,-1.16341
-1.0035999999999998,1.621199,4.9,1.76,0.33,4.59233,-0.42667
0.3579889999999999,2.860257,4.7,2.14,0.45,4.58847,0.3231
0.17230299999999987,2.690867,4.7,2.49,0.51,4.59553,2.56131
0.5218889999999998,3.107175,4.7,2.43,0.51,4.59326,4.43593
0.11868800000000013,2.770427,4.6,2.42,0.52,4.5894,5.68119
-2.8389405,-0.1743745,4.4,2.48,0.74,4.59562,5.162
-1.4349330000000002,1.001653,4.4,2.3,0.8,4.60559,5.34934
-0.7584000000000002,1.477272,4.4,2.3,0.89,4.60645,4.04749
0.2659569999999998,2.405591,4.3,2.19,0.98,4.60853,3.19829
0.4179520000000001,2.540061,4.3,2.32,1.07,4.60603,3.09004
0.5968770000000001,2.728654,4.4,2.21,1.01,4.60149,3.85852
0.042092999999999936,2.11714,4.3,2.2,1.03,4.60265,4.22686
0.564594,2.655948,4.2,2.36,1.07,4.61501,4.39207
-0.2529619999999999,1.924619,4.2,2.35,1.23,4.61759,5.15298
0.8010639999999998,2.900867,4.1,2.4,1.32,4.61993,4.30393
1.4834370000000003,3.600623,4.0,2.58,1.41,4.61991,3.77556
0.19421599999999994,2.352039,4.1,2.86,1.57,4.62234,4.01879
0.6004589999999999,2.72356,4.0,2.84,1.7,4.62688,4.07311
0.12069699999999983,2.487622,4.0,2.87,1.76,4.63817,3.78238
-0.39929999999999977,2.092292,3.8,2.98,1.86,4.6287,5.39419
-0.03349700000000011,2.509715,4.0,2.91,1.9,4.63692,5.47521
-0.40880899999999976,2.143088,3.8,2.89,1.96,4.63818,5.5814
-0.8231509999999997,1.695602,3.8,2.89,2.03,4.64495,4.95356
0.04942599999999997,2.481869,3.7,3.0,2.13,4.64539,4.51745
-0.37829099999999993,2.08459,3.8,3.15,2.25,4.64371,4.97691
0.24245399999999995,2.65769,3.8,3.12,2.33,4.64451,3.26697
0.18077500000000013,2.657193,3.9,2.83,2.37,4.64482,2.39429
0.1644239999999999,2.620597,4.0,2.71,2.37,4.63822,0.60637
-0.012354000000000198,2.3627,3.8,2.68,2.39,4.63303,-0.05018
0.1191150000000003,2.495058,3.8,2.57,2.4,4.63314,0.75263
0.5619749999999999,2.918921,3.7,2.53,2.38,4.62766,0.89865
-0.681144,1.711629,3.6,2.4,2.35,4.62906,-0.73819
0.5303399999999998,2.891243,3.6,2.07,2.17,4.63028,-1.90989
0.7524420000000003,3.145039,3.7,2.06,2.1,4.62503,-1.76211
1.0745910000000003,3.550514,3.6,1.63,1.95,4.6326,-2.0649
-0.23792500000000016,2.392473,3.5,1.7,1.89,4.62947,-2.55403
0.9597290000000003,3.582663,3.6,1.71,1.65,4.62092,-2.93255
0.2033179999999999,2.950914,3.6,1.81,1.54,4.62644,-1.63124
-0.34726999999999997,2.424751,3.6,1.86,1.54,4.62441,-0.99502
0.32283099999999987,3.07544,3.6,1.76,1.52,4.61845,0.10045
-0.312808,2.477676,3.5,1.5,1.52,4.62175,-1.25502
